"","participant_id","Date.submitted","Last.page","Start.language","Seed","Date.started","Date.last.action","Please.select.your.choice.below..Clicking.on.the..Yes..button.below.indicates.that..U.00A0...You.have.read.the.above.information..You.voluntarily.agree.to.participate.","participants_gender","participants_gender_other","participants_age_range","participants_living_region","participants_living_region_other","olympics_frequency","international_frequency","continental_frequency","national_frequency","regional_frequency","other_race_name_1","other_race_frequency_1","other_race_name_2","other_race_frequency_2","other_race_name_3","other_race_frequency_3","other_race_name_4","other_race_frequency_4","other_race_name_5","other_race_frequency_5","have_seen_moving_info","nationality_interest","name_interest","age_interest","gender_interest","height_interest","weight_interest","elapsed_time_interest","lap_time_difference_to_other_swimmers_interest","average_lap_time_interest","current_lap_time_interest","lap_time_difference_to_a_record_interest","speed_difference_to_other_swimmers_interest","speed_differences_to_a_record_interest","current_speed","average_speed","history_of_speed","speed_related_events","distance_swam","remaining_distance","distance_difference_to_leader","trace_of_movement","side_by_side_distance","world_record","competition_record","national_record","personal_record","distance_per_stroke","reaction_time","diving_distance","stroke_count","next_passing","record_break","winner","estimation_completion_time","social_media_followers","social_media_by_swimmer","sponsor","other_data_name_1","other_data_interest_1","other_data_name_2","other_data_interest_2","other_data_name_3","other_data_interest_3","other_data_name_4","other_data_interest_4","other_data_name_5","other_data_interest_5","other_data_name_6","other_data_interest_6","other_data_name_7","other_data_interest_7","other_data_name_8","other_data_interest_8","other_data_name_9","other_data_interest_9","other_data_name_10","other_data_interest_10","other_data_name_11","other_data_interest_11","other_data_name_12","other_data_interest_12","other_data_name_13","other_data_interest_13","other_data_name_14","other_data_interest_14","other_data_name_15","other_data_interest_15","other_data_name_16","other_data_interest_16","other_data_name_17","other_data_interest_17","other_data_name_18","other_data_interest_18","other_data_name_19","other_data_interest_19","other_data_name_20","other_data_interest_20","general_comment","Total.time","Group.time..Consent.Form","Question.time..ConsentFormAgree","Group.time..Demographic.Questions","Question.time..GenderIdentification","Question.time..AgeRange","Question.time..AreaLiving","Group.time..Familiarity.with.Swimming","Question.time..WatchingFrequency","Question.time..EventExtension","Group.time..Background.Introduction","Question.time..BackgroundQuestion","Group.time..Main.Task","Question.time..SwimmerMetadata","Question.time..TimeDetail","Question.time..SpeedDetail","Question.time..DistanceDetail","Question.time..RecordDetail","Question.time..TechniqueDetail","Question.time..PredictionDetail","Question.time..ExternalDetail","Group.time..Supplementary.Interesting.Data..Optional.","Question.time..Other","Group.time..General.Comment..Optional.","Question.time..GeneralComment"
"48",123,"2022-05-13 11:45:49",7,"en",259317720,"2022-05-13 11:41:15","2022-05-13 11:45:49","Yes","Woman",NA,"18-24","Europe",NA,"Almost all races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Extremely interested","Not interested at all","Not interested at all","Not interested at all","Slightly interested","Extremely interested","Extremely interested","Extremely interested","Not interested at all","Extremely interested","Not interested at all","Extremely interested","Not interested at all","Extremely interested","Not interested at all","Very interested","Extremely interested","Extremely interested","Very interested","Slightly interested","Slightly interested","Extremely interested","Slightly interested","Slightly interested","Extremely interested","Extremely interested","Extremely interested","Not interested at all","Slightly interested","Not interested at all","Very interested","Very interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",277.7,10.95,NA,9.8,NA,NA,NA,30.15,NA,NA,19.1,NA,197.81,NA,NA,NA,NA,NA,NA,NA,NA,7.13,NA,2.76,NA
"49",124,"2022-05-13 11:47:31",7,"en",1601107846,"2022-05-13 11:41:37","2022-05-13 11:47:31","Yes","Woman",NA,"25-34","Europe",NA,"Almost all races","No races / I don't follow this event.","Almost all races","Almost all races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Very interested","Very interested","Not interested at all","Extremely interested","Extremely interested","Not interested at all","Moderately interested","Not interested at all","Not interested at all","Very interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Slightly interested","Very interested","Moderately interested","Extremely interested","Very interested","Not interested at all","Very interested","Extremely interested","Extremely interested","Not interested at all","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","I do not know. / I did not understand the question.","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",358.45,10.72,NA,17.72,NA,NA,NA,39.48,NA,NA,18.59,NA,263.84,NA,NA,NA,NA,NA,NA,NA,NA,5.11,NA,2.99,NA
"50",126,"2022-05-13 11:50:27",7,"en",798676673,"2022-05-13 11:45:13","2022-05-13 11:50:27","Yes","Man",NA,"25-34","Europe",NA,"Some races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Moderately interested","Moderately interested","Not interested at all","Slightly interested","Not interested at all","Not interested at all","Very interested","Slightly interested","Slightly interested","Very interested","Moderately interested","Slightly interested","Moderately interested","Extremely interested","Slightly interested","Moderately interested","Extremely interested","Moderately interested","Moderately interested","Slightly interested","Not interested at all","Not interested at all","Very interested","Moderately interested","Very interested","Very interested","Moderately interested","Very interested","Extremely interested","Slightly interested","Not interested at all","Very interested","Not interested at all","Not interested at all","Slightly interested","Slightly interested","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",316.5,40.53,NA,14.2,NA,NA,NA,27.98,NA,NA,36.18,NA,185.53,NA,NA,NA,NA,NA,NA,NA,NA,8.18,NA,3.9,NA
"51",129,"2022-05-13 12:10:06",7,"en",354650886,"2022-05-13 12:05:33","2022-05-13 12:10:06","Yes","Man",NA,"18-24","Europe",NA,"Almost all races","Some races","Some races","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Moderately interested","Very interested","Very interested","Slightly interested","Extremely interested","Extremely interested","Slightly interested","Very interested","Slightly interested","Moderately interested","Moderately interested","Very interested","Very interested","Moderately interested","Moderately interested","Extremely interested","Very interested","Moderately interested","Moderately interested","Very interested","Moderately interested","Not interested at all","Extremely interested","Extremely interested","Slightly interested","Very interested","Very interested","Moderately interested","Very interested","Very interested","Slightly interested","Very interested","Moderately interested","Moderately interested","Moderately interested","Slightly interested","Moderately interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",274.61,10.42,NA,12.27,NA,NA,NA,38.99,NA,NA,16.43,NA,164.45,NA,NA,NA,NA,NA,NA,NA,NA,28.01,NA,4.04,NA
"52",131,"2022-05-13 12:37:35",7,"en",422025408,"2022-05-13 12:30:09","2022-05-13 12:37:35","Yes","Woman",NA,"25-34","Europe",NA,"Some races","Some races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Moderately interested","Moderately interested","Moderately interested","Not interested at all","Moderately interested","Moderately interested","Not interested at all","Moderately interested","Very interested","Very interested","Very interested","Very interested","Moderately interested","Moderately interested","Moderately interested","Not interested at all","Moderately interested","I do not know. / I did not understand the question.","Not interested at all","Extremely interested","I do not know. / I did not understand the question.","Very interested","Extremely interested","Very interested","Moderately interested","Not interested at all","Not interested at all","Moderately interested","Not interested at all","Not interested at all","I do not know. / I did not understand the question.","Extremely interested","Extremely interested","Moderately interested","Slightly interested","Slightly interested","I do not know. / I did not understand the question.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","Les questions avec les sch¨¦mas ¨¦taient beaucoup plus compr¨¦hensible que les certaines questions ",451.01,33.29,NA,13.96,NA,NA,NA,44.91,NA,NA,30.46,NA,259.76,NA,NA,NA,NA,NA,NA,NA,NA,18.73,NA,49.9,NA
"53",132,"2022-05-13 13:05:12",7,"en",1280938025,"2022-05-13 12:51:59","2022-05-13 13:05:12","Yes","Man",NA,"55-64","Europe",NA,"Some races","Some races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Extremely interested","Very interested","Slightly interested","Very interested","Slightly interested","Slightly interested","Extremely interested","Moderately interested","Moderately interested","Very interested","Very interested","Extremely interested","Very interested","Moderately interested","Extremely interested","Extremely interested","Very interested","Very interested","Very interested","Not interested at all","Not interested at all","Very interested","Very interested","Very interested","Very interested","Extremely interested","Very interested","Extremely interested","Very interested","Very interested","Very interested","Very interested","Very interested","I do not know. / I did not understand the question.","Slightly interested","I do not know. / I did not understand the question.","Donn¨¦es sur l'entra<U+00EE>neur","Very interested","Donn¨¦es sur les conditions et lieux d'entra<U+00EE>nement","Very interested","Situer les participations ¨¤ diff¨¦rentes comp¨¦tions et leurs r¨¦sultats","Very interested","Conna<U+00EE>tre le d¨¦calage horaire dans lequel se situe le nageur","Moderately interested","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","Le questionnaire pourrait ¨ºtre am¨¦lior¨¦ dans le vocabulaire utilis¨¦ qui devrait ¨ºtre uniformis¨¦ (vouvoiement ou tutoiement ?) Les questions sont parfois difficiles ¨¤ interpr¨¦ter et laisse des biais. Je vous invite ¨¤ consulter la litt¨¦rature des SHS ¨¤ propos de la construction des questionnaires.
Par contre, c'est tr¨¨s m¨¦ritant de poser ces questions et d'¨¦tudier cette th¨¦matique.
bravo",796.87,24.49,NA,25.33,NA,NA,NA,50.95,NA,NA,38.32,NA,292.24,NA,NA,NA,NA,NA,NA,NA,NA,192.87,NA,172.67,NA
"54",134,"2022-05-16 13:46:59",7,"en",596377896,"2022-05-16 13:37:31","2022-05-16 13:46:59","Yes","Woman",NA,"25-34","Europe",NA,"Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Moderately interested","Moderately interested","Very interested","Extremely interested","Very interested","Moderately interested","Moderately interested","Very interested","Very interested","Very interested","Very interested","Very interested","Slightly interested","Moderately interested","Moderately interested","Slightly interested","Not interested at all","Not interested at all","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Very interested","Very interested","Very interested","Moderately interested","Extremely interested","Slightly interested","Very interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",569.96,38.19,NA,15.21,NA,NA,NA,102.6,NA,NA,40.56,NA,357.96,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,8.24,NA
"55",135,"2022-05-19 16:32:38",7,"en",185416803,"2022-05-19 16:17:22","2022-05-19 16:32:38","Yes","Woman",NA,"18-24","Europe",NA,"Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Slightly interested","Not interested at all","Slightly interested","Not interested at all","Moderately interested","Moderately interested","Slightly interested","Slightly interested","Very interested","Extremely interested","Extremely interested","Very interested","Moderately interested","Extremely interested","Extremely interested","Slightly interested","Slightly interested","Very interested","Very interested","Moderately interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Very interested","Very interested","Moderately interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",919.18,14.63,NA,55.43,NA,NA,NA,39.52,NA,NA,16.09,NA,777.82,NA,NA,NA,NA,NA,NA,NA,NA,12.28,NA,3.41,NA
"56",140,"2022-06-01 15:52:09",7,"en",1129468892,"2022-06-01 15:32:46","2022-06-01 15:52:09","Yes","Man",NA,"25-34","Europe",NA,"Some races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Moderately interested","Moderately interested","Not interested at all","Not interested at all","Moderately interested","Very interested","Moderately interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Slightly interested","Moderately interested","Moderately interested","Very interested","Slightly interested","Very interested","Extremely interested","Not interested at all","Not interested at all","Extremely interested","Extremely interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Not interested at all","Not interested at all","Extremely interested","Extremely interested","Slightly interested","Not interested at all","Not interested at all","Not interested at all","Swimming styles (Breaststroke/Backstroke/<U+200E>Butterfly stroke/Freestyle swimming<U+200E><U+200E>)","Extremely interested","Swimwear(high technology)","Very interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",1165.73,25.19,NA,38.79,NA,NA,NA,81.54,NA,NA,19.41,NA,262.61,NA,NA,NA,NA,NA,NA,NA,NA,694.3,NA,43.89,NA
"57",141,"2022-06-01 15:55:01",7,"en",1345632027,"2022-06-01 15:48:14","2022-06-01 15:55:01","Yes","Man",NA,"25-34","Europe",NA,"Almost all races","Some races","Some races","Some races","Some races","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Extremely interested","Slightly interested","Not interested at all","Very interested","Very interested","Extremely interested","Very interested","Not interested at all","Very interested","Very interested","Slightly interested","I do not know. / I did not understand the question.","Extremely interested","Not interested at all","Slightly interested","Very interested","Slightly interested","Slightly interested","Slightly interested","Very interested","Slightly interested","Extremely interested","Not interested at all","Not interested at all","Very interested","Very interested","Very interested","Very interested","Very interested","Slightly interested","Very interested","Extremely interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",408.92,16.16,NA,14.04,NA,NA,NA,31.14,NA,NA,51.11,NA,284.34,NA,NA,NA,NA,NA,NA,NA,NA,8.28,NA,3.85,NA
"58",142,"2022-06-01 15:57:16",7,"en",31905056,"2022-06-01 15:50:00","2022-06-01 15:57:16","Yes","Man",NA,"45-54","Europe",NA,"Some races","Some races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Moderately interested","Moderately interested","Moderately interested","Not interested at all","Moderately interested","Moderately interested","Very interested","Slightly interested","Moderately interested","Moderately interested","Not interested at all","Not interested at all","Not interested at all","Very interested","Slightly interested","Moderately interested","Slightly interested","Moderately interested","Very interested","Very interested","Slightly interested","Very interested","Very interested","Not interested at all","Not interested at all","Very interested","Moderately interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Moderately interested","Moderately interested","Slightly interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","alles super :)",438.65,11.18,NA,11.25,NA,NA,NA,33.37,NA,NA,55.97,NA,301.53,NA,NA,NA,NA,NA,NA,NA,NA,7.88,NA,17.47,NA
"59",145,"2022-06-02 07:48:42",7,"en",1836076575,"2022-06-02 07:26:17","2022-06-02 07:48:42","Yes","Woman",NA,"35-44","North America",NA,"Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Slightly interested","Slightly interested","Not interested at all","Moderately interested","Slightly interested","Slightly interested","Not interested at all","Very interested","Very interested","Slightly interested","Slightly interested","Slightly interested","Very interested","Moderately interested","Slightly interested","Not interested at all","Extremely interested","Extremely interested","Slightly interested","Not interested at all","Not interested at all","Slightly interested","Slightly interested","Slightly interested","Not interested at all","Moderately interested","Very interested","Very interested","Moderately interested","Not interested at all","Extremely interested","Extremely interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Predict 1st, 2nd and 3rd from the start of last lap","Extremely interested","Swimmer's previous olympic awards","Moderately interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","Very well done survey.  Excellent quality. Congrats!",1349.46,37.49,NA,31.88,NA,NA,NA,41.32,NA,NA,108.31,NA,761.43,NA,NA,NA,NA,NA,NA,NA,NA,322.84,NA,46.19,NA
"60",147,"2022-06-02 12:16:25",7,"en",459339446,"2022-06-02 12:10:55","2022-06-02 12:16:25","Yes","Man",NA,"25-34","Europe",NA,"Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Moderately interested","Very interested","Not interested at all","Very interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Moderately interested","Extremely interested","Extremely interested","Very interested","Moderately interested","Moderately interested","Moderately interested","Very interested","Very interested","Moderately interested","Moderately interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Moderately interested","Extremely interested","Very interested","Very interested","Slightly interested","Slightly interested","Slightly interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",332.64,13.24,NA,10.21,NA,NA,NA,81.09,NA,NA,32.51,NA,180.42,NA,NA,NA,NA,NA,NA,NA,NA,8.79,NA,6.38,NA
"61",149,"2022-06-03 07:46:43",7,"en",1058774706,"2022-06-03 07:40:41","2022-06-03 07:46:43","Yes","Man",NA,"25-34","Europe",NA,"Some races","Some races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Slightly interested","Very interested","Moderately interested","Moderately interested","Moderately interested","I do not know. / I did not understand the question.","I do not know. / I did not understand the question.","I do not know. / I did not understand the question.","I do not know. / I did not understand the question.","I do not know. / I did not understand the question.","Very interested","Slightly interested","Very interested","Moderately interested","Not interested at all","Slightly interested","Very interested","Moderately interested","Very interested","I do not know. / I did not understand the question.","I do not know. / I did not understand the question.","Extremely interested","Very interested","Very interested","Moderately interested","Slightly interested","Moderately interested","Not interested at all","Moderately interested","Moderately interested","Extremely interested","Very interested","Moderately interested","Slightly interested","Moderately interested","Moderately interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",365.55,36.17,NA,26.44,NA,NA,NA,68.58,NA,NA,35.9,NA,187.45,NA,NA,NA,NA,NA,NA,NA,NA,8.39,NA,2.62,NA
"62",153,"2022-06-10 11:13:30",7,"en",534814230,"2022-06-10 10:39:44","2022-06-10 11:13:30","Yes","Woman",NA,"25-34","Asia",NA,"All races","Almost all races","Some races","Some races","Almost all races","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Moderately interested","Moderately interested","Very interested","Slightly interested","Moderately interested","Very interested","Moderately interested","Extremely interested","Very interested","Moderately interested","Very interested","Extremely interested","Very interested","Very interested","Very interested","Extremely interested","Very interested","Very interested","Very interested","Extremely interested","Moderately interested","Slightly interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Slightly interested","Moderately interested","Moderately interested","Moderately interested","Very interested","Extremely interested","Extremely interested","Slightly interested","Moderately interested","Moderately interested","Not interested at all","The athlete's highest performance in this event","Slightly interetsed","Speed data analysis of athletes in event","Moderately interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","Some of the data is incomprehensible to the layman on the TV screen.",2029.49,221.66,NA,80.73,NA,NA,NA,155.91,NA,NA,37.29,NA,502.31,NA,NA,NA,NA,NA,NA,NA,NA,768.98,NA,262.61,NA
"63",154,"2022-06-10 11:32:04",7,"en",1911716631,"2022-06-10 11:27:54","2022-06-10 11:32:04","Yes","Man",NA,"25-34","Africa",NA,"All races","Almost all races","Almost all races","Almost all races","Almost all races","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Slightly interested","Very interested","Not interested at all","Not interested at all","Slightly interested","Slightly interested","Extremely interested","Extremely interested","Very interested","Very interested","Very interested","Very interested","Moderately interested","Very interested","Extremely interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Moderately interested","Moderately interested","Very interested","Extremely interested","Extremely interested","Very interested","Very interested","Very interested","Very interested","Extremely interested","Very interested","Slightly interested","Slightly interested","Slightly interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","no",247.55,22.79,NA,19.44,NA,NA,NA,34.68,NA,NA,15.5,NA,125.22,NA,NA,NA,NA,NA,NA,NA,NA,20.52,NA,9.4,NA
"64",160,"2022-06-20 16:58:42",7,"en",376450886,"2022-06-20 16:48:55","2022-06-20 16:58:42","Yes","Man",NA,"35-44","Europe",NA,"No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Very interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Moderately interested","Very interested","Moderately interested","Moderately interested","Very interested","Very interested","Very interested","Very interested","Moderately interested","Moderately interested","Very interested","Moderately interested","Moderately interested","Very interested","Very interested","Moderately interested","Very interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Very interested","Moderately interested","Moderately interested","Very interested","Very interested","Very interested","Very interested","Not interested at all","Not interested at all","Not interested at all","Probablility of winning","Very interested","Swimmer's energy depense estimation","Moderately interested","Probability of record breaking","Very interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","Very interesting study, I hope that you will find what you are looking for.",590.8,11.96,NA,20.49,NA,NA,NA,46.11,NA,NA,49.36,NA,269.65,NA,NA,NA,NA,NA,NA,NA,NA,150.58,NA,42.65,NA
"65",161,"2022-06-20 17:08:52",7,"en",655539673,"2022-06-20 17:01:56","2022-06-20 17:08:52","Yes","Woman",NA,"18-24","Europe",NA,"Almost all races","All races","All races","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Very interested","Very interested","Moderately interested","Not interested at all","Extremely interested","Not interested at all","Very interested","Not interested at all","Moderately interested","Moderately interested","Moderately interested","Slightly interested","Moderately interested","Slightly interested","Slightly interested","Extremely interested","Extremely interested","Very interested","Slightly interested","Not interested at all","Extremely interested","Very interested","Extremely interested","Extremely interested","Not interested at all","Slightly interested","Moderately interested","Slightly interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",419.4,20.74,NA,24.96,NA,NA,NA,57.26,NA,NA,52.66,NA,248.06,NA,NA,NA,NA,NA,NA,NA,NA,10.24,NA,5.48,NA
